date,close
2023-12-28,90.404
2023-12-29,89.5886
2024-01-02,89.0722
2024-01-03,89.4436
2024-01-04,88.0846
2024-01-05,87.242
2024-01-08,88.1027
2024-01-09,87.541
2024-01-10,87.1332
2024-01-11,87.6225
2024-01-12,87.4504
2024-01-16,85.9101
2024-01-17,85.7742
2024-01-18,84.9769
2024-01-19,85.2487
2024-01-22,85.7561
2024-01-23,85.0765
2024-01-24,84.5782
2024-01-25,85.1309
2024-01-26,84.9678
2024-01-29,85.9463
2024-01-30,86.7255
2024-01-31,87.5772
2024-02-01,89.2951
2024-02-02,87.3227
2024-02-05,85.5593
2024-02-06,86.3956
2024-02-07,85.9775
2024-02-08,85.4775
2024-02-09,85.3048
2024-02-12,85.4048
2024-02-13,83.9414
2024-02-14,84.3686
2024-02-15,84.8049
2024-02-16,84.3141
2024-02-20,84.3868
2024-02-21,83.7869
2024-02-22,84.1959
2024-02-23,85.323
2024-02-26,85.0685
2024-02-27,84.4686
2024-02-28,85.0049
2024-02-29,85.6048
2024-03-01,86.1382
2024-03-04,85.7917
2024-03-05,87.0135
2024-03-06,87.5241
2024-03-07,87.4421
2024-03-08,87.2871
2024-03-11,87.2415
2024-03-12,86.512
2024-03-13,86.0926
2024-03-14,84.7705
2024-03-15,84.7431
2024-03-18,84.4878
2024-03-19,84.7249
2024-03-20,84.6975
2024-03-21,84.8799
2024-03-22,85.6914
2024-03-25,85.2629
2024-03-26,85.4999
2024-03-27,86.3479
2024-03-28,86.275
2024-04-01,84.673
2024-04-02,84.2064
2024-04-03,84.1881
2024-04-04,84.7919
2024-04-05,83.6117
2024-04-08,83.6025
2024-04-09,84.3802
2024-04-10,82.5413
2024-04-11,82.1662
2024-04-12,82.6053
2024-04-15,81.3245
2024-04-16,80.7847
2024-04-17,81.6813
2024-04-18,81.2696
2024-04-19,81.5623
2024-04-22,81.4251
2024-04-23,81.4526
2024-04-24,80.8762
2024-04-25,80.3089
2024-04-26,80.7298
2024-04-29,81.4068
2024-04-30,80.7115
2024-05-01,81.3064
2024-05-02,81.6553
2024-05-03,82.4816
2024-05-06,82.8029
2024-05-07,83.3079
2024-05-08,82.8029
2024-05-09,83.2069
2024-05-10,82.7387
2024-05-13,82.9498
2024-05-14,83.418
2024-05-15,84.5565
2024-05-16,84.4738
2024-05-17,83.9046
2024-05-20,83.6567
2024-05-21,84.0883
2024-05-22,84.1892
2024-05-23,83.6476
2024-05-24,83.8955
2024-05-28,82.6927
2024-05-29,81.692
2024-05-30,82.4816
2024-05-31,83.0416
2024-06-03,84.3848
2024-06-04,85.3705
2024-06-05,85.9969
2024-06-06,85.868
2024-06-07,84.2927
2024-06-10,83.7307
2024-06-11,84.5967
2024-06-12,85.2323
2024-06-13,86.4852
2024-06-14,87.213
2024-06-17,86.347
2024-06-18,87.1393
